EVENT_ID,EPISODE_ID,BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,BEGIN_DATE_TIME,END_DATE_TIME,DAMAGE_PROPERTY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,BEGIN_LOCATION,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
731013,122115,201802,10,1650,201802,10,1650,122115,731013,MISSISSIPPI,28,2018,February,10/02/2018 16:50,10/02/2018 16:50,50.00K,EF0,0.01,30,PHILADELPHIA ARPT,PHILADELPHIA ARPT,32.7853,-89.133,32.7853,-89.133,Heavy rain developed across portions of the region in association with a cold front. Some of this heavy rain produced flash flooding. A weak tornado also touched down in Neshoba County.,An EF-0 tornado briefly touched down at the intersection of Highways 15 and 19. It blew out the doors and some insulation a large metal shop and caused minor damage to nearby trees. The tornado was observed by fire department personnel and reported by Neshoba County Emergency Management.,CSV
731511,122095,201802,12,1130,201802,12,1132,122095,731511,CALIFORNIA,6,2018,February,12/02/2018 11:30,12/02/2018 11:32,0.00K,EF0,0.3,20,PARLIER,REEDLEY AIRPORT,36.6685,-119.5134,36.6699,-119.5082,High pressure brought a prolonged period of unseasonably warm temperatures to begin February as temperatures were 10 degrees or more above seasonal normals across much of the are for the first 10 days of the month. A low pressure system dropping into the Great Basin on the 10th brought a period of increased winds to the Kern County Mountains and Deserts during the late morning and early afternoon as strong mid level winds mixed down to the surface where there were numerous reports of gusts between 45 and 50 mph. Another trough pushed through the Great Basin on the evening of the 11th through the morning of the 12th which pushed a cold front through Central California and brought another period of increased winds to the area and there were several reports of wind gusts between 50 and 55 mp in the Kern County Mountains and Deserts. this system also brought some light precipitation to the area with amounts generally less than a tenth of an inch of liquid precipitation in post-frontal showers on the 12th. A weak tornado briefly touched down in rural farmland near Sanger during the late morning of the 12th.,A tornado briefly touched down in rural farmland between Riverbend Ave. and Goodfellow Ave. southeast of Sanger and was captured on video and relayed to the NWS by a media source.,CSV
732627,122346,201802,28,1646,201802,28,1648,122346,732627,ALABAMA,1,2018,February,28/02/2018 16:46,28/02/2018 16:48,,EF0,1.34,100,COUNTY LINE,COUNTY LINE,34.2948,-86.7239,34.3059,-86.7054,A series of mini-supercells with little or no lightning developed during the late afternoon hours across portions of northwest and north central Alabama south of the Tennessee River.  One of these produced a brief tornado in Cullman County.,The tornado first touched down along CR 1526. Here several trees had damage including large limbs snapped and a few small trees were uprooted. A home sustained shingle and gutter damage in this area.||The tornado moved northeast crossing CR 1527. Here some shallow rooted trees were pushed over with others having limbs snapped. The tornado reached a maximum intensity of around 75 mph as it crossed CR 1542. A rather large barn sustained significant roof damage. A nearby home had its porch damaged when the roof sustained partial uplift and movement.||Another barn in an adjacent field also sustained substantial damage with most of the roof being pulled off and damage to at least one supporting side. The tornado lifted in a field just south of Pentecost Road.,CSV
733109,122345,201802,25,3,201802,25,6,122345,733109,OHIO,39,2018,February,25/02/2018 00:03,25/02/2018 00:06,85.00K,EF1,3.5,200,MOSCOW,FELICITY,38.8269,-84.1748,38.8559,-84.1236,"Strong to severe thunderstorms, with very heavy rainfall, developed ahead of a cold front.","The tornado is believed to have first touched down on Neville Penn Schoolhouse Road about halfway between Felicity and Neville. Tree damage in this area was very extensive, with many trees uprooted and others snapped. In addition, a mobile home was destroyed. Damage continued further northeast on Neville-Penn Schoolhouse Road, with debris from one damaged structure observed blown against a fence line and into the nearby trees. A few other structures on Neville-Penn Schoolhouse Road suffered roof damage, including two barns which had partial roof removal. Additional tree damage was observed further northeast, with a few trees snapped north of OH-756.",CSV
733114,122345,201802,25,13,201802,25,18,122345,733114,OHIO,39,2018,February,25/02/2018 00:13,25/02/2018 00:18,65.00K,EF1,4.9,300,HAMERSVILLE,NEW HOPE,38.9237,-83.9639,38.9702,-83.8976,"Strong to severe thunderstorms, with very heavy rainfall, developed ahead of a cold front.","The tornado is first believed to have touched down near Lucas Road, about one mile northeast of Hamersville. More significant damage was observed near the intersection of White Oak Valley Road and Smokey Row Road, where a well-built home suffered partial roof loss and additional loss of roofing material. At another property on White Oak Valley Road, a trailer was flipped over. Tree damage was extensive along Smokey Row Road, especially near its intersection with Vinegar Hill Road.||On New Hope-McKinley Road, about a half mile east of U.S. 68, a mobile home had its roof completely removed. Debris from this roof was observed thrown about 500 yards downstream (northeast) of its origin. Additional tree damage was observed along New Hope-White Oak Station Road.||In addition to the tornadic damage described above, the National Weather Service storm survey observed non-tornadic damage across a much wider area. This area of damage extended about 13 miles in length, stretching from far southeastern Clermont County through north central Brown County. This straight-line wind damage affected areas near Feesburg and Hamersville, and was observed on both sides of the surveyed tornadic circulation. This damage consisted of additional tree and outbuilding damage, including the destruction of a few outbuildings.",CSV
734647,122622,201801,12,2202,201801,12,2204,122622,734647,VIRGINIA,51,2018,January,12/01/2018 22:02,12/01/2018 22:04,30.00K,EF1,0.41,150,AMELIA HILL TOP ARPT,AMELIA HILL TOP ARPT,37.4463,-78.0012,37.4518,-77.9982,Scattered severe thunderstorms in advance of low pressure and a cold front produced damaging winds and one tornado across portions of central and south central Virginia.,"An EF1 tornado was confirmed in Amelia county. Numerous trees were uprooted or snapped off, an attached car port was destroyed with a vehicle damaged, and cement walls on an outbuilding were bowed out.",CSV
735022,122610,201802,24,1554,201802,24,1612,122610,735022,KENTUCKY,21,2018,February,24/02/2018 15:54,24/02/2018 16:12,800.00K,EF2,11.64,350,KEYSBURG,SCHOCHOH,36.6441,-87.0049,36.721,-86.818,"A stalled frontal boundary interacting with highly anomalous moisture from the Gulf of Mexico interacted with multiple weather systems that brought widespread heavy rainfall and severe thunderstorms to central Kentucky February 24 through the early morning hours February 25. A Flash Flood Emergency was issued for Jefferson County, KY including Louisville metro. There were over 50 water rescues alone in Jefferson County that evening. Widespread flash flooding occurred with most streams and creeks reaching record levels. ||In addition, across south central Kentucky, 7 tornadoes developed along a warm front during the afternoon and evening hours. The strongest tornado was an EF-2 that tracked over 11 miles in Logan County and tragically killed a woman in her home. As a squall line moved through during the late evening and early morning hours, damaging winds occurred across central Kentucky.","The National Weather Service conducted a storm damage survey in Logan county Kentucky. The damage moved in from Robertson County Tennessee near the end of McGee Road where two homes received extensive damage. The first home, a well built stone home had significant roof damage and the screened in porch was destroyed. The family pick up truck was tossed around 40 yards to the north. On the family cemetery plot several tombstones were knocked over and one headstone was destroyed. There were several outbuildings and 2 pole Barnes were destroyed on the property as well. ||The second home experienced significant foundation damage and the roof was completely thrown off. The family pick up truck was thrown 250 yards and thrown down into a field. Insulation from the home was thrown down wind over 300 yards. The debris field from the two homes was thrown in a farmers field between 100 yards in a quarter mile down wind with several 2 x 4 and 2 x 10 and bricks being impaled into the ground.  Winds were estimated between 120 and 130 mph. ||The tornado then moved through several farmers fields doing extensive tree damage and fence damage. Power lines were down throughout this entire stretch.| |The tornado then hit 901 Dot Road destroying 2 barns, moving heavy farm equipment, blowing out exterior walls and destroying the roof at the property. Tragically, a woman in the home was killed by falling debris.  The family pet dog was found alive by rescuers underneath extensive rubble.  Debris was thrown up to 500 yards and debris with a width of between 250 and and 300 yards in a farmers field.  Winds were estimated to be 135 mph at this location. ||Next, the tornado hit a large family farm at 3604 Schley Road destroying the second story. Three farm silos that were empty or destroyed with the metal sheets being thrown over a quarter mile down wind. The tornado continued through farm fields destroying several trees and uprooting them.||The tornado became more elevated at the intersection of Mortimor Station Road and Mirriaheh Road.  In this area trees we snapped, and several homes experienced shingle siding and roof damage. Winds were estimated to be 100 to 110 mph here. ||As the tornado was lifting, it snapped some trees in the Schochoh community.",CSV
735023,122610,201802,24,2121,201802,24,2124,122610,735023,KENTUCKY,21,2018,February,24/02/2018 21:21,24/02/2018 21:24,20.00K,EF1,1.4,100,HARPER XRDS,QUALITY,37.086,-86.873,37.097,-86.854,"A stalled frontal boundary interacting with highly anomalous moisture from the Gulf of Mexico interacted with multiple weather systems that brought widespread heavy rainfall and severe thunderstorms to central Kentucky February 24 through the early morning hours February 25. A Flash Flood Emergency was issued for Jefferson County, KY including Louisville metro. There were over 50 water rescues alone in Jefferson County that evening. Widespread flash flooding occurred with most streams and creeks reaching record levels. ||In addition, across south central Kentucky, 7 tornadoes developed along a warm front during the afternoon and evening hours. The strongest tornado was an EF-2 that tracked over 11 miles in Logan County and tragically killed a woman in her home. As a squall line moved through during the late evening and early morning hours, damaging winds occurred across central Kentucky.",The National Weather Service conducted a storm damage survey in Butler County Kentucky. The survey was challenging due to closed roads due to high water and trees blocking some country roads. The damage began near Ewing Road where trees were snapped and twisted.  This continued along Graveltown Road where more trees were twisted and snapped and couple were uprooted. Wind speeds averaged 90 mph with a width of 75 to 100 yards. ||The tornado reached its peak intensity on Highway 106 where it did significant damage to a large barn. Wind speeds increased to 95 mph with a width of 100 yards.  The tornado crossed Highway 106 uprooting 2 trees and then lifted 200 yards past the highway.,CSV
735024,122610,201802,24,2233,201802,24,2235,122610,735024,KENTUCKY,21,2018,February,24/02/2018 22:33,24/02/2018 22:35,130.00K,EF2,1.3,100,DONANSBURG,WEBBS XRDS,37.2332,-85.624,37.2474,-85.6086,"A stalled frontal boundary interacting with highly anomalous moisture from the Gulf of Mexico interacted with multiple weather systems that brought widespread heavy rainfall and severe thunderstorms to central Kentucky February 24 through the early morning hours February 25. A Flash Flood Emergency was issued for Jefferson County, KY including Louisville metro. There were over 50 water rescues alone in Jefferson County that evening. Widespread flash flooding occurred with most streams and creeks reaching record levels. ||In addition, across south central Kentucky, 7 tornadoes developed along a warm front during the afternoon and evening hours. The strongest tornado was an EF-2 that tracked over 11 miles in Logan County and tragically killed a woman in her home. As a squall line moved through during the late evening and early morning hours, damaging winds occurred across central Kentucky.","An EF2 tornado touched down east of a row of trees, where it caused roof damage to 2 out of 3 barns. The tornado headed east, where it downed 2 other barns.  One, on the left side of the path, was shifted south, and the other, to the right of the path, was shifted north. Tall grass along a fence line within the width of the tornado showed evidence of convergence.  Also, a large tree on the north side of the path was snapped southward and drug 10 feet south. Heading east, several trees fell near a residence, but none damaged the house itself. A detached garage had its door blown outward.  Next, a 2 story house had some roof damage and a porch on the lee side of the house had a column fly out down a field about 50 yards. Lastly, the tornado struck a barn and several trees fell. At this residence, a carport was thrown over the house and landed 100 yards east. A few |other trees fell beyond this point before the tornado lifted.",CSV
735025,122610,201802,25,50,201802,25,51,122610,735025,KENTUCKY,21,2018,February,25/02/2018 00:50,25/02/2018 00:51,50.00K,EF1,0.1,100,HACKLEY,HACKLEY,37.624,-84.47,37.626,-84.469,"A stalled frontal boundary interacting with highly anomalous moisture from the Gulf of Mexico interacted with multiple weather systems that brought widespread heavy rainfall and severe thunderstorms to central Kentucky February 24 through the early morning hours February 25. A Flash Flood Emergency was issued for Jefferson County, KY including Louisville metro. There were over 50 water rescues alone in Jefferson County that evening. Widespread flash flooding occurred with most streams and creeks reaching record levels. ||In addition, across south central Kentucky, 7 tornadoes developed along a warm front during the afternoon and evening hours. The strongest tornado was an EF-2 that tracked over 11 miles in Logan County and tragically killed a woman in her home. As a squall line moved through during the late evening and early morning hours, damaging winds occurred across central Kentucky.","A small and brief EF1 tornado touched down near  a ridge-top on Gillespie Pike east of Lancaster.  The tornado first uprooted a tree, then came to a small shed, which it shifted off its foundation into a fence.  The main property for that shed then had a loss of roof covering as well as impact from debris. Another outbuilding was overturned and slid about 10 feet. The tornado then crossed the street, where a brick veneer home lost part of its outer wall, as it was struck by debris, as well as some roof damage.  A couple of columns on the porch fell. The adjoining garage lost its roof and doors were bent inward, falling onto the vehicles inside.  A barn behind the house collapsed and another outbuilding completely lost its walls, but the contents were not disturbed. This is the point where the tornado lifted.",CSV
735026,122610,201802,24,2150,201802,24,2152,122610,735026,KENTUCKY,21,2018,February,24/02/2018 21:50,24/02/2018 21:52,50.00K,EF0,1.68,100,SCHWEIZER,FLAT ROCK,36.67,-86.59,36.6756,-86.5605,"A stalled frontal boundary interacting with highly anomalous moisture from the Gulf of Mexico interacted with multiple weather systems that brought widespread heavy rainfall and severe thunderstorms to central Kentucky February 24 through the early morning hours February 25. A Flash Flood Emergency was issued for Jefferson County, KY including Louisville metro. There were over 50 water rescues alone in Jefferson County that evening. Widespread flash flooding occurred with most streams and creeks reaching record levels. ||In addition, across south central Kentucky, 7 tornadoes developed along a warm front during the afternoon and evening hours. The strongest tornado was an EF-2 that tracked over 11 miles in Logan County and tragically killed a woman in her home. As a squall line moved through during the late evening and early morning hours, damaging winds occurred across central Kentucky.",The National Weather Service conducted a storm survey across Simpson County. The tornado began just southwest of Lake Spring Road where a couple of trees were snapped or uprooted and a large 24 x 36 barn experienced extensive roof panel damage.  Maximum winds were estimated at 80 mph with a width between 75 and 100 yards.||The tornado contnued to cross farmland before striking another barn near the 31W intersection. The tornado threw metal sheeting from the barn in various directions with much of it suspended up in the trees. There were a couple twisted trees on both sides of Highway 31W.  Maximum winds at this location were 75 mph with a width of 75 yards. The tornado lifted on the northeast side of the highway.,CSV
735027,122610,201802,24,2115,201802,24,2116,122610,735027,KENTUCKY,21,2018,February,24/02/2018 21:15,24/02/2018 21:16,30.00K,EF0,2.93,300,DIAMOND SPGS,WOLF LICK,37.0192,-86.9743,37.0125,-86.9218,"A stalled frontal boundary interacting with highly anomalous moisture from the Gulf of Mexico interacted with multiple weather systems that brought widespread heavy rainfall and severe thunderstorms to central Kentucky February 24 through the early morning hours February 25. A Flash Flood Emergency was issued for Jefferson County, KY including Louisville metro. There were over 50 water rescues alone in Jefferson County that evening. Widespread flash flooding occurred with most streams and creeks reaching record levels. ||In addition, across south central Kentucky, 7 tornadoes developed along a warm front during the afternoon and evening hours. The strongest tornado was an EF-2 that tracked over 11 miles in Logan County and tragically killed a woman in her home. As a squall line moved through during the late evening and early morning hours, damaging winds occurred across central Kentucky.","The first damage was observed off of old Greenville Road where several homes experience siding and roof damage. There were some snapped cedar trees and a couple of uprooted trees and one residence at the end of the road saw the windows moving back-and-forth and their ears completely popped as they were heading to the basement. Back to the southwest there was extensive tree damage all along Elamond Road. There were over 100 trees snapped, twisted, and uprooted. At 291 Elamond Road, part of the roof was peeled back with extensive siding damage. Winds were estimated to be between 100 and 110 mph but the width was between 150-300 yards wide.",CSV
735028,122610,201802,24,1719,201802,24,1720,122610,735028,KENTUCKY,21,2018,February,24/02/2018 17:19,24/02/2018 17:20,250.00K,EF1,1.64,50,HAYS,HAYS,37.0186,-86.1459,37.0351,-86.1244,"A stalled frontal boundary interacting with highly anomalous moisture from the Gulf of Mexico interacted with multiple weather systems that brought widespread heavy rainfall and severe thunderstorms to central Kentucky February 24 through the early morning hours February 25. A Flash Flood Emergency was issued for Jefferson County, KY including Louisville metro. There were over 50 water rescues alone in Jefferson County that evening. Widespread flash flooding occurred with most streams and creeks reaching record levels. ||In addition, across south central Kentucky, 7 tornadoes developed along a warm front during the afternoon and evening hours. The strongest tornado was an EF-2 that tracked over 11 miles in Logan County and tragically killed a woman in her home. As a squall line moved through during the late evening and early morning hours, damaging winds occurred across central Kentucky.","The tornado touched down near the intersection of Hays Pondsville Rd and FH Roundtree Rd, destroying a small metal shed, overturning a trailer, flattening a fence, and causing minor roof damage to a home. The very narrow tornado - only 30 to 50 yards wide - continued northeast, uprooting trees and damaging outbuildings on neighboring property, including breaking out all of the windows of one building. The path continued northeast over open countryside, snapping tree limbs of several trees. It then tore the porch off the east side of a home on the south side of Highway 68-80, depositing debris into nearby woods. ||Crossing 68-80, the tornado did its greatest damage, tearing a very large pine tree out of the ground and tossing it 100 feet over a home, spattering the front of the home with mud, ripping holes in the roof, and destroying the attached garage. Despite this intense damage, an open-sided outbuilding just 25 yards away suffered no visible damage. Continuing northeast, the tornado snapped several more trees before destroying two more outbuildings, scattering debris a quarter of a mile downwind. The tornado also damaged the roof of a home 100 feet east of the outbuildings, and did porch, deck, and roof damage to the neighboring residence, plastering the east side of the home with insulation. Crossing over Lewis Rd into Barren County, the roof of a sunroom was torn of the next home and an outbuilding destroyed. The tornado then moved over open countryside where drone footage showed it deposited the remainder of its debris. The total path length of the tornado in both counties was 1.9 miles.",CSV
