,EVENT_ID,BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,YEAR,MONTH_NAME,BEGIN_DATE_TIME,END_DATE_TIME,DAMAGE_PROPERTY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,BEGIN_LOCATION,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_ID
11,731511,201802,12,1130,201802,12,1132,2018,February,12/02/2018 11:30,12/02/2018 11:32,0.00K,EF0,0.3,20,PARLIER,REEDLEY AIRPORT,36.6685,-119.5134,36.6699,-119.5082,A tornado briefly touched down in rural farmland between Riverbend Ave. and Goodfellow Ave. southeast of Sanger and was captured on video and relayed to the NWS by a media source.,122095
12,732627,201802,28,1646,201802,28,1648,2018,February,28/02/2018 16:46,28/02/2018 16:48,,EF0,1.34,100,COUNTY LINE,COUNTY LINE,34.2948,-86.7239,34.3059,-86.7054,The tornado first touched down along CR 1526. Here several trees had damage including large limbs snapped and a few small trees were uprooted. A home sustained shingle and gutter damage in this area.||The tornado moved northeast crossing CR 1527. Here some shallow rooted trees were pushed over with others having limbs snapped. The tornado reached a maximum intensity of around 75 mph as it crossed CR 1542. A rather large barn sustained significant roof damage. A nearby home had its porch damaged when the roof sustained partial uplift and movement.||Another barn in an adjacent field also sustained substantial damage with most of the roof being pulled off and damage to at least one supporting side. The tornado lifted in a field just south of Pentecost Road.,122346
13,733109,201802,25,3,201802,25,6,2018,February,25/02/2018 00:03,25/02/2018 00:06,85.00K,EF1,3.5,200,MOSCOW,FELICITY,38.8269,-84.1748,38.8559,-84.1236,"The tornado is believed to have first touched down on Neville Penn Schoolhouse Road about halfway between Felicity and Neville. Tree damage in this area was very extensive, with many trees uprooted and others snapped. In addition, a mobile home was destroyed. Damage continued further northeast on Neville-Penn Schoolhouse Road, with debris from one damaged structure observed blown against a fence line and into the nearby trees. A few other structures on Neville-Penn Schoolhouse Road suffered roof damage, including two barns which had partial roof removal. Additional tree damage was observed further northeast, with a few trees snapped north of OH-756.",122345
14,733114,201802,25,13,201802,25,18,2018,February,25/02/2018 00:13,25/02/2018 00:18,65.00K,EF1,4.9,300,HAMERSVILLE,NEW HOPE,38.9237,-83.9639,38.9702,-83.8976,"The tornado is first believed to have touched down near Lucas Road, about one mile northeast of Hamersville. More significant damage was observed near the intersection of White Oak Valley Road and Smokey Row Road, where a well-built home suffered partial roof loss and additional loss of roofing material. At another property on White Oak Valley Road, a trailer was flipped over. Tree damage was extensive along Smokey Row Road, especially near its intersection with Vinegar Hill Road.||On New Hope-McKinley Road, about a half mile east of U.S. 68, a mobile home had its roof completely removed. Debris from this roof was observed thrown about 500 yards downstream (northeast) of its origin. Additional tree damage was observed along New Hope-White Oak Station Road.||In addition to the tornadic damage described above, the National Weather Service storm survey observed non-tornadic damage across a much wider area. This area of damage extended about 13 miles in length, stretching from far southeastern Clermont County through north central Brown County. This straight-line wind damage affected areas near Feesburg and Hamersville, and was observed on both sides of the surveyed tornadic circulation. This damage consisted of additional tree and outbuilding damage, including the destruction of a few outbuildings.",122345
15,734647,201801,12,2202,201801,12,2204,2018,January,12/01/2018 22:02,12/01/2018 22:04,30.00K,EF1,0.41,150,AMELIA HILL TOP ARPT,AMELIA HILL TOP ARPT,37.4463,-78.0012,37.4518,-77.9982,"An EF1 tornado was confirmed in Amelia county. Numerous trees were uprooted or snapped off, an attached car port was destroyed with a vehicle damaged, and cement walls on an outbuilding were bowed out.",122622
16,735022,201802,24,1554,201802,24,1612,2018,February,24/02/2018 15:54,24/02/2018 16:12,800.00K,EF2,11.64,350,KEYSBURG,SCHOCHOH,36.6441,-87.0049,36.721,-86.818,"The National Weather Service conducted a storm damage survey in Logan county Kentucky. The damage moved in from Robertson County Tennessee near the end of McGee Road where two homes received extensive damage. The first home, a well built stone home had significant roof damage and the screened in porch was destroyed. The family pick up truck was tossed around 40 yards to the north. On the family cemetery plot several tombstones were knocked over and one headstone was destroyed. There were several outbuildings and 2 pole Barnes were destroyed on the property as well. ||The second home experienced significant foundation damage and the roof was completely thrown off. The family pick up truck was thrown 250 yards and thrown down into a field. Insulation from the home was thrown down wind over 300 yards. The debris field from the two homes was thrown in a farmers field between 100 yards in a quarter mile down wind with several 2 x 4 and 2 x 10 and bricks being impaled into the ground.  Winds were estimated between 120 and 130 mph. ||The tornado then moved through several farmers fields doing extensive tree damage and fence damage. Power lines were down throughout this entire stretch.| |The tornado then hit 901 Dot Road destroying 2 barns, moving heavy farm equipment, blowing out exterior walls and destroying the roof at the property. Tragically, a woman in the home was killed by falling debris.  The family pet dog was found alive by rescuers underneath extensive rubble.  Debris was thrown up to 500 yards and debris with a width of between 250 and and 300 yards in a farmers field.  Winds were estimated to be 135 mph at this location. ||Next, the tornado hit a large family farm at 3604 Schley Road destroying the second story. Three farm silos that were empty or destroyed with the metal sheets being thrown over a quarter mile down wind. The tornado continued through farm fields destroying several trees and uprooting them.||The tornado became more elevated at the intersection of Mortimor Station Road and Mirriaheh Road.  In this area trees we snapped, and several homes experienced shingle siding and roof damage. Winds were estimated to be 100 to 110 mph here. ||As the tornado was lifting, it snapped some trees in the Schochoh community.",122610
17,735023,201802,24,2121,201802,24,2124,2018,February,24/02/2018 21:21,24/02/2018 21:24,20.00K,EF1,1.4,100,HARPER XRDS,QUALITY,37.086,-86.873,37.097,-86.854,The National Weather Service conducted a storm damage survey in Butler County Kentucky. The survey was challenging due to closed roads due to high water and trees blocking some country roads. The damage began near Ewing Road where trees were snapped and twisted.  This continued along Graveltown Road where more trees were twisted and snapped and couple were uprooted. Wind speeds averaged 90 mph with a width of 75 to 100 yards. ||The tornado reached its peak intensity on Highway 106 where it did significant damage to a large barn. Wind speeds increased to 95 mph with a width of 100 yards.  The tornado crossed Highway 106 uprooting 2 trees and then lifted 200 yards past the highway.,122610
18,735024,201802,24,2233,201802,24,2235,2018,February,24/02/2018 22:33,24/02/2018 22:35,130.00K,EF2,1.3,100,DONANSBURG,WEBBS XRDS,37.2332,-85.624,37.2474,-85.6086,"An EF2 tornado touched down east of a row of trees, where it caused roof damage to 2 out of 3 barns. The tornado headed east, where it downed 2 other barns.  One, on the left side of the path, was shifted south, and the other, to the right of the path, was shifted north. Tall grass along a fence line within the width of the tornado showed evidence of convergence.  Also, a large tree on the north side of the path was snapped southward and drug 10 feet south. Heading east, several trees fell near a residence, but none damaged the house itself. A detached garage had its door blown outward.  Next, a 2 story house had some roof damage and a porch on the lee side of the house had a column fly out down a field about 50 yards. Lastly, the tornado struck a barn and several trees fell. At this residence, a carport was thrown over the house and landed 100 yards east. A few |other trees fell beyond this point before the tornado lifted.",122610
19,735025,201802,25,50,201802,25,51,2018,February,25/02/2018 00:50,25/02/2018 00:51,50.00K,EF1,0.1,100,HACKLEY,HACKLEY,37.624,-84.47,37.626,-84.469,"A small and brief EF1 tornado touched down near  a ridge-top on Gillespie Pike east of Lancaster.  The tornado first uprooted a tree, then came to a small shed, which it shifted off its foundation into a fence.  The main property for that shed then had a loss of roof covering as well as impact from debris. Another outbuilding was overturned and slid about 10 feet. The tornado then crossed the street, where a brick veneer home lost part of its outer wall, as it was struck by debris, as well as some roof damage.  A couple of columns on the porch fell. The adjoining garage lost its roof and doors were bent inward, falling onto the vehicles inside.  A barn behind the house collapsed and another outbuilding completely lost its walls, but the contents were not disturbed. This is the point where the tornado lifted.",122610
20,735026,201802,24,2150,201802,24,2152,2018,February,24/02/2018 21:50,24/02/2018 21:52,50.00K,EF0,1.68,100,SCHWEIZER,FLAT ROCK,36.67,-86.59,36.6756,-86.5605,The National Weather Service conducted a storm survey across Simpson County. The tornado began just southwest of Lake Spring Road where a couple of trees were snapped or uprooted and a large 24 x 36 barn experienced extensive roof panel damage.  Maximum winds were estimated at 80 mph with a width between 75 and 100 yards.||The tornado contnued to cross farmland before striking another barn near the 31W intersection. The tornado threw metal sheeting from the barn in various directions with much of it suspended up in the trees. There were a couple twisted trees on both sides of Highway 31W.  Maximum winds at this location were 75 mph with a width of 75 yards. The tornado lifted on the northeast side of the highway.,122610
21,735027,201802,24,2115,201802,24,2116,2018,February,24/02/2018 21:15,24/02/2018 21:16,30.00K,EF0,2.93,300,DIAMOND SPGS,WOLF LICK,37.0192,-86.9743,37.0125,-86.9218,"The first damage was observed off of old Greenville Road where several homes experience siding and roof damage. There were some snapped cedar trees and a couple of uprooted trees and one residence at the end of the road saw the windows moving back-and-forth and their ears completely popped as they were heading to the basement. Back to the southwest there was extensive tree damage all along Elamond Road. There were over 100 trees snapped, twisted, and uprooted. At 291 Elamond Road, part of the roof was peeled back with extensive siding damage. Winds were estimated to be between 100 and 110 mph but the width was between 150-300 yards wide.",122610
22,735028,201802,24,1719,201802,24,1720,2018,February,24/02/2018 17:19,24/02/2018 17:20,250.00K,EF1,1.64,50,HAYS,HAYS,37.0186,-86.1459,37.0351,-86.1244,"The tornado touched down near the intersection of Hays Pondsville Rd and FH Roundtree Rd, destroying a small metal shed, overturning a trailer, flattening a fence, and causing minor roof damage to a home. The very narrow tornado - only 30 to 50 yards wide - continued northeast, uprooting trees and damaging outbuildings on neighboring property, including breaking out all of the windows of one building. The path continued northeast over open countryside, snapping tree limbs of several trees. It then tore the porch off the east side of a home on the south side of Highway 68-80, depositing debris into nearby woods. ||Crossing 68-80, the tornado did its greatest damage, tearing a very large pine tree out of the ground and tossing it 100 feet over a home, spattering the front of the home with mud, ripping holes in the roof, and destroying the attached garage. Despite this intense damage, an open-sided outbuilding just 25 yards away suffered no visible damage. Continuing northeast, the tornado snapped several more trees before destroying two more outbuildings, scattering debris a quarter of a mile downwind. The tornado also damaged the roof of a home 100 feet east of the outbuildings, and did porch, deck, and roof damage to the neighboring residence, plastering the east side of the home with insulation. Crossing over Lewis Rd into Barren County, the roof of a sunroom was torn of the next home and an outbuilding destroyed. The tornado then moved over open countryside where drone footage showed it deposited the remainder of its debris. The total path length of the tornado in both counties was 1.9 miles.",122610
23,735112,201803,17,1849,201803,17,1856,2018,March,17/03/2018 18:49,17/03/2018 18:56,,EF0,1.2,200,COKER CREEK,COKER CREEK,35.2963,-84.3049,35.2968,-84.2836,"The tornado developed as it moved eastward off of a ridge and down into the Hooper Branch Creek valley along Pond Ridge Road. Many trees were uprooted in this area. It continued eastward over a ridge where it damaged fences and destroyed a small barn. As the tornado approached and crossed Highway 68, additional trees were uprooted with some roof damage to a few structures. Before the tornado dissipated, it shifted a double wide on its foundation, broke several windows, and uprooted additional hardwood trees.",122704
24,735190,201801,22,49,201801,22,53,2018,January,22/01/2018 00:49,22/01/2018 00:53,100.00K,EF1,2.7,150,LINDER,LINDER,35.1771,-92.3648,35.2038,-92.3299,"The most extensive damage occurred to the Needs Creek Church and adjacent neighborhood.  The church suffered extensive roof damage, as did a few homes in the neighborhood.  Other damage includes the destruction of outbuildings and minor roof damage to other buildings along the path.  Winds in the Needs Creek area were estimated to have been near 100 mph (EF1), the highest estimated for this tornado. Trees and power lines were reported down in the area as well.",121726
25,735568,201802,24,1937,201802,24,1941,2018,February,24/02/2018 19:37,24/02/2018 19:41,85.00K,EF1,1.93,100,ST JOHNS,LONE OAK,36.9898,-88.6588,37.0113,-88.6365,"This EF-1 tornado began just south of Kentucky Highway 999 and moved northeast for about two miles. A barn was destroyed. Debris from the barn damaged a nearby house and was embedded into a small trailer over 100 yards away. Some debris was buried up to three feet deep. Another outbuilding was destroyed. As the tornado crossed Highway 999, it damaged the roofs of two homes. A garage between the two homes had windows broken, and the west side of the building was pushed out. Numerous trees were snapped and uprooted along the path of the tornado. There was an eyewitness account of the tornado. Peak winds were estimated near 100 mph.",122785
26,735569,201802,24,1942,201802,24,1943,2018,February,24/02/2018 19:42,24/02/2018 19:43,50.00K,EF1,1.17,100,VULTONCREEK,VULTONCREEK,36.7458,-88.5415,36.7552,-88.524,"This brief EF-1 tornado occurred in a very rural area of east central Graves County near the community of Golo. Near the touchdown location, some shingles were blown off a roof, and a few trees were uprooted or snapped. The tornado continued northeast and damaged trees along the path. The roof of a residence was uplifted briefly, and a window was blown in. Behind the residence, a mobile home with a wood base was lifted and rolled about 30 yards down a hill and was still intact. A small outbuilding was also destroyed on the property. Several large trees were uprooted or snapped on the property. The tornado track length was about one mile. Peak winds were estimated near 100 mph.",122785
27,735570,201802,24,1950,201802,24,1952,2018,February,24/02/2018 19:50,24/02/2018 19:52,550.00K,EF1,1.41,100,MURRAY,MURRAY,36.5972,-88.3223,36.6021,-88.2977,"This EF-1 tornado crossed the southern part of the city of Murray, damaging about 40 homes. The tornado touched down several blocks west of Highway 641 and lifted on the east edge of the city at the Clarks River floodplain. Most of the damage consisted of roof damage, mainly shingle loss. Two homes were a total loss, with roof decking removed, windows blown out, and part of an exterior wall caved in due to projectile impacts. At least four businesses were damaged, with the majority of the roof removed from one. Dozens of trees were uprooted or broken. The mayor of Murray declared a state of emergency. Peak winds were estimated near 105 mph.",122785
28,735571,201802,24,1937,201802,24,1940,2018,February,24/02/2018 19:37,24/02/2018 19:40,100.00K,EF1,2.22,125,BELL CITY,BELL CITY,36.5163,-88.5217,36.534,-88.4884,"This EF-1 tornado touched down about 1 mile southwest of Bell City and moved northeast across Highway 97 into Calloway County. The majority of the path and associated damage occurred in Calloway County. In the Graves County portion, a few barns were damaged or destroyed. A house sustained minor damage. Many dozens of trees, some very large, were snapped or uprooted. At least one eyewitness observed the tornado. A convergent damage pattern consisting of dozens of very large uprooted trees was visible from Kentucky Highway 97. Peak winds were estimated near 100 mph. The tornado path continued into Calloway County.",122785
29,735572,201802,24,1940,201802,24,1946,2018,February,24/02/2018 19:40,24/02/2018 19:46,350.00K,EF1,6.07,125,TAYLORS STORE,WISWELL,36.534,-88.4884,36.5741,-88.391,"This EF-1 tornado moved from Graves County into Calloway County near State Route 97. The tornado tracked across mainly rural farm country before lifting a few miles southwest of Murray. Most of the path and associated damage was in Calloway County. More than a half dozen barns were damaged or destroyed. A newly built, well-constructed barn was completely destroyed, and debris was strewn hundreds of yards. Two empty grain bins were blown over. Several homes were damaged, mainly due to fallen trees and blowing debris. Two semi trailers were overturned. Two mobile homes were blown from their foundations. Many dozens of trees, some very large, were snapped or uprooted. At least one eyewitness observed the tornado. Peak winds were estimated near 100 mph.",122785
30,735599,201802,24,2045,201802,24,2051,2018,February,24/02/2018 20:45,24/02/2018 20:51,6.00M,EF2,5.39,200,HOPKINSVILLE,HOPKINSVILLE ARPT,36.8315,-87.4835,36.8665,-87.3963,"This EF-2 tornado touched down on the south side of Hopkinsville, just west of the junction of the Pennyrile Parkway and U.S. Highway 41. Three apartment buildings near the intersection of the Pennyrile Parkway and U.S. 41 were destroyed. The roof and most walls were blown down on the second story. Another apartment building was heavily damaged. All nine injuries occurred in the apartment complex, which consisted of two-and-a-half story buildings. One car was flipped and blown some distance. Two others were blown from their original positions, and several others were damaged. At least four retail buildings sustained major roof and siding damage, with windows and doors blown in or broken. Four barns were heavily damaged or flattened, and four houses sustained mainly minor roof damage. Two large commercial buildings were damaged, with one sustaining major roof and wall damage. Hundreds of trees were snapped or uprooted. The damage east of the city near Highways 68 and 80 was relatively minor, consisting of uprooted trees, destroyed barns, and shingle damage. Peak winds were estimated near 135 mph at the destroyed apartment complex on the south side of Hopkinsville.",122785
31,735600,201802,24,2044,201802,24,2050,2018,February,24/02/2018 20:44,24/02/2018 20:50,20.00K,EF0,5.31,75,PLEASANT GREEN HILL,DOGWOOD,36.9203,-87.4783,36.964,-87.3992,"The path of this EF-0 tornado started on the west side of the Pennyrile Parkway, then moved northeast across Lake Morris. At least four barns or sheds were damaged, primarily due to partial loss of roofing and siding. One camper trailer was overturned. Limbs were broken off hundreds of trees.  Some trees were uprooted. There was one eyewitness account of the tornado near the start of the damage track. The track ended on the northwest side of Highway 107. Peak winds were estimated near 85 mph.",122785
32,735601,201802,24,2055,201802,24,2056,2018,February,24/02/2018 20:55,24/02/2018 20:56,6.00K,EF0,0.47,50,OVIL,OVIL,36.9507,-87.3028,36.956,-87.2976,This brief EF-0 tornado touched down along Highway 189 about a mile west of the Todd County line. Two garages or farm buildings sustained minor roof damage. A few tree limbs were broken. There was one eyewitness account of the tornado. Peak winds were estimated near 65 mph.,122785
33,735602,201802,24,1830,201802,24,1832,2018,February,24/02/2018 18:30,24/02/2018 18:32,750.00K,EF2,0.95,150,MATTHEWS,MATTHEWS,36.7508,-89.5846,36.7591,-89.571,This EF-2 tornado tracked from the south side of Matthews to one mile east of town. Roofs were partially or completely torn off dozens of homes. Semi trucks were blown over and destroyed. Numerous outbuildings were destroyed. A couple of injuries occurred due to windows being blown out of a nursing home. Peak winds were estimated near 120 mph.,122793
34,735603,201802,24,1806,201802,24,1807,2018,February,24/02/2018 18:06,24/02/2018 18:07,2.00K,EF0,0.34,50,BROADWATER,BROADWATER,36.556,-89.9563,36.5587,-89.9511,"A long-track tornado crossed from Dunklin County into New Madrid County near the city of Malden. The tornado, which began in northeast Arkansas, only lasted a minute or two in New Madrid County before dissipating. The tornado crossed the intersection of Highway 25 and U.S. Highway 62 just east of Malden with peak winds less than 60 mph. Minimal damage was observed in New Madrid County.",122793
35,735741,201801,22,916,201801,22,925,2018,January,22/01/2018 09:16,22/01/2018 09:25,30.00K,EF1,5.45,250,HOT COFFEE,HOT COFFEE,31.74,-89.48,31.78,-89.4,"An EF-1 tornado touched down in northeast Covington County along Highway 532 causing minor tree damage as it tracked northeast towards Gilmore Road. As the tornado continued its northeast track, it became its strongest as it approached Hwy 37 near J. Nelson Drive and Jewel Owens Lane. At this location the tornado uprooted and snapped several large trees and damaged a few structures, including homes. The tornado continued into northwest Jones County where a double wide mobile home was pushed off of its foundation and 3 sheds and a barn was destroyed on Carter Dees Road. An occupant of the mobile home suffered a minor injury. The tornado lifted just after this damage occurred. Total path length was 7.51 miles and estimated max wind speed was 100 mph.",122807
36,735742,201801,22,925,201801,22,930,2018,January,22/01/2018 09:25,22/01/2018 09:30,15.00K,EF0,1.89,250,GITANO,GITANO,31.78,-89.4,31.79,-89.37,"An EF-1 tornado touched down in northeast Covington County along Highway 532 causing minor tree damage as it tracked northeast towards Gilmore Road. As the tornado continued its northeast track, it became its strongest as it approached Hwy 37 near J. Nelson Drive and Jewel Owens Lane. At this location the tornado uprooted and snapped several large trees and damaged a few structures, including homes. The tornado continued into northwest Jones County where a double wide mobile home was pushed off of its foundation and 3 sheds and a barn was destroyed on Carter Dees Road. An occupant of the mobile home suffered a minor injury. The tornado lifted just after this damage occurred. Total path length was 7.51 miles and estimated max wind speed was 100 mph.",122807
37,735836,201801,22,223,201801,22,224,2018,January,22/01/2018 02:23,22/01/2018 02:24,15.00K,EF0,0.04,10,LEESVILLE ARPT,LEESVILLE ARPT,31.1894,-93.3413,31.1895,-93.3407,"A tornado briefly touched down near Vernon Lake, pulling a back patio off a home and damaging the roof it was attached to.",122796
38,735840,201801,22,210,201801,22,211,2018,January,22/01/2018 02:10,22/01/2018 02:11,20.00K,EF0,0.5,10,ERIN,ERIN,30.76,-93.89,30.7671,-93.892,"A weak tornado briefly touched down on Country Road 451, destroying one barn and damaging the roof of another barn. The path length was around half a mile. Several trees had the tops twisted off.",122822
39,736397,201802,11,253,201802,11,302,2018,February,11/02/2018 02:53,11/02/2018 03:02,250.00K,EF1,4.78,100,GRITNEY,GRITNEY,30.7941,-85.8089,30.8339,-85.743,A tornado touched down in Holmes county and tracked through the south central part of the county north of Caryville and northwest of Bonifay.  Two barns were destroyed and one brick carport that was attached to a house was destroyed.  The roof of this house was mostly gone. There was one minor injury.  The tornado was rated EF1 with peak winds estimated at 110 mph.  Damage cost was estimated.,122498
40,736404,201802,11,328,201802,11,342,2018,February,11/02/2018 03:28,11/02/2018 03:42,25.00K,EF0,8.4,25,GRACEVILLE,ELLAVILLE,30.9507,-85.5161,30.9987,-85.3859,A tornado touched down in northwest Jackson county and briefly moved into far southern Houston county.  Structural damage was minimal with minor roof damage in Graceville.  Trees were also blown down along the track with a dual-pol tornadic debris signature observed on radar in far southern Houston county.  This tornado was rated EF0 with max winds estimated at 65 mph based on the observed damage.  Damage cost was estimated.,122498
41,736405,201802,11,342,201802,11,348,2018,February,11/02/2018 03:42,11/02/2018 03:48,0.00K,EF0,2.81,25,MADRID,SEALY SPRINGS,30.9987,-85.3859,31.0161,-85.3431,A tornado touched down in northwest Jackson county and briefly moved into far southern Houston county. Structural damage was minimal with minor roof damage in Graceville in Jackson county. There was no reported structural damage in Houston county as the tornado tracked through a forested area.  Trees were also blown down along the track with a dual-pol tornadic debris signature observed on radar in far southern Houston county due to tree debris.  This tornado was rated EF0 with max winds estimated at 65 mph based on the observed damage.,122497
